date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:07:50	42499/42499	---MCZ	200	added ('OK')	text/html	etag:%2264d52e6fe32bd06d21d32fddfd57398d-ssl-df%22	https://digikit.netlify.app/pages/home_2_grad	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/home_2_grad.html	(from https://digikit.netlify.app/pages/home_3)
16:07:50	3586/3586	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%228964dedcb69d8516248fbd8dbd8f80e5-ssl-df%22	https://digikit.netlify.app/pages/Home_3_grad.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/Home_3_grad.html	(from https://digikit.netlify.app/pages/home_3)
16:07:51	28257/28257	---MCZ	200	added ('OK')	text/html	etag:%228964dedcb69d8516248fbd8dbd8f80e5-ssl-df%22	https://digikit.netlify.app/pages/home_3_grad	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/home_3_grad.html	(from https://digikit.netlify.app/pages/home_3)
16:07:52	4306/4306	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22488405adf49eaa3bb8bcd37116eb07e5-ssl-df%22	https://digikit.netlify.app/pages/Home_4_grad.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/Home_4_grad.html	(from https://digikit.netlify.app/pages/home_3)
16:07:52	35303/35303	---MCZ	200	added ('OK')	text/html	etag:%22488405adf49eaa3bb8bcd37116eb07e5-ssl-df%22	https://digikit.netlify.app/pages/home_4_grad	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/home_4_grad.html	(from https://digikit.netlify.app/pages/home_3)
16:07:53	3150/3150	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%223f7a2a1aaae2e88693bfae28da5cd050-ssl-df%22	https://digikit.netlify.app/pages/Home_5_grad.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/Home_5_grad.html	(from https://digikit.netlify.app/pages/home_3)
16:07:54	25208/25208	---MCZ	200	added ('OK')	text/html	etag:%223f7a2a1aaae2e88693bfae28da5cd050-ssl-df%22	https://digikit.netlify.app/pages/home_5_grad	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/home_5_grad.html	(from https://digikit.netlify.app/pages/home_3)
16:07:54	27516/27516	---MCZ	200	added ('OK')	text/html	etag:%22bd35b9d333a58d58a59c7d757312734e-ssl-df%22	https://digikit.netlify.app/pages/page_about.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/page_about.html	(from https://digikit.netlify.app/pages/home_3)
16:07:55	24444/24444	---MCZ	200	added ('OK')	text/html	etag:%228e5b88d9df25f6b2be708ca70813cd3f-ssl-df%22	https://digikit.netlify.app/pages/page_services.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/page_services.html	(from https://digikit.netlify.app/pages/home_3)
16:07:55	32310/32310	---MCZ	200	added ('OK')	text/html	etag:%223afd41f7d26e7007e9a05b84e7a2e917-ssl-df%22	https://digikit.netlify.app/pages/page_plans.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/page_plans.html	(from https://digikit.netlify.app/pages/home_3)
16:07:56	21583/21583	---MCZ	200	added ('OK')	text/html	etag:%22c5d338b4fdf5346194987b4afbe48eff-ssl-df%22	https://digikit.netlify.app/pages/page_blog.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/page_blog.html	(from https://digikit.netlify.app/pages/home_3)
16:07:57	38861/38861	---MCZ	200	added ('OK')	text/html	etag:%22e981d546228c79d7fc52b22f45dd5031-ssl-df%22	https://digikit.netlify.app/pages/page_blog%20details.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/page_blog%20details.html	(from https://digikit.netlify.app/pages/home_3)
16:07:57	3291/3291	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22f3102b7fbbedaf0c5ae12415cb0e8c85-ssl-df%22	https://digikit.netlify.app/pages/page_Article.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/page_Article.html	(from https://digikit.netlify.app/pages/home_3)
16:07:58	19179/19179	---MCZ	200	added ('OK')	text/html	etag:%22f3102b7fbbedaf0c5ae12415cb0e8c85-ssl-df%22	https://digikit.netlify.app/pages/page_article	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/page_article.html	(from https://digikit.netlify.app/pages/home_3)
16:07:58	17238/17238	---MCZ	200	added ('OK')	text/html	etag:%227666e5b7a2d8dd0487e7adf33e350272-ssl-df%22	https://digikit.netlify.app/pages/page_contact.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/page_contact.html	(from https://digikit.netlify.app/pages/home_3)
16:07:59	27418/27418	---MCZ	200	added ('OK')	text/html	etag:%226a544fd1aaf5da81c26e7cd1d8ef3a52-ssl-df%22	https://digikit.netlify.app/pages/page_help.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/page_help.html	(from https://digikit.netlify.app/pages/home_3)
16:07:59	3683/3683	---M--	301	error ('Moved%20Permanently')	text/html	etag:%226c46feddb753e636bc3c232757a4f1c7-ssl-df%22	https://digikit.netlify.app/pages/Home_3.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/Home_3-2.html	(from https://digikit.netlify.app/pages/home_3)
16:08:00	66917/66917	---M--	200	added ('OK')	image/png	etag:%22c02550b5c276cc34522a83b0c655735a-ssl%22	https://digikit.netlify.app/assets/images/others/app+illustration.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/others/app+illustration.png	(from https://digikit.netlify.app/pages/home_3)
16:08:00	59172/59172	---M--	200	added ('OK')	image/png	etag:%223412c7789fd7ec4a69fa39a73bf5090e-ssl%22	https://digikit.netlify.app/assets/images/bg/post9.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/post9.png	(from https://digikit.netlify.app/pages/home_3)
16:08:01	64505/64505	---M--	200	added ('OK')	image/png	etag:%22cacf6f914b14845d568b2074c92e6ebf-ssl%22	https://digikit.netlify.app/assets/images/bg/post8.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/post8.png	(from https://digikit.netlify.app/pages/home_3)
16:08:01	66574/66574	---M--	200	added ('OK')	image/png	etag:%22a9943c6ea925ab9effa72d9dfdff770c-ssl%22	https://digikit.netlify.app/assets/images/bg/post7.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/post7.png	(from https://digikit.netlify.app/pages/home_3)
16:08:01	152799/152799	---M-Z	200	added ('OK')	application/javascript	etag:%2256c2e553fe7f1e3e0734bdf56d362085-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/jQuery.min.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/jQuery.min.js	(from https://digikit.netlify.app/pages/home_3)
16:08:02	60976/60976	---M--	200	added ('OK')	image/png	etag:%2230af46b9df2560c59401593c6c61cdb7-ssl%22	https://digikit.netlify.app/assets/images/bg/post6.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/post6.png	(from https://digikit.netlify.app/pages/home_3)
16:08:02	11084/11084	---M-Z	200	added ('OK')	application/javascript	etag:%2261c8e79ae6715ac901c207feb89a0711-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/modernizr.min.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/modernizr.min.js	(from https://digikit.netlify.app/pages/home_3)
16:08:02	58072/58072	---M-Z	200	added ('OK')	application/javascript	etag:%222013c87fb61a69d0b9e42aa0973084b4-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/bootstrap.min.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/bootstrap.min.js	(from https://digikit.netlify.app/pages/home_3)
16:08:02	85973/85973	---M-Z	200	added ('OK')	application/javascript	etag:%225edc4feef32c72b14d7276a91e848c38-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/feather-icons.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/feather-icons.js	(from https://digikit.netlify.app/pages/home_3)
16:08:03	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%224c6a951a7cecb03a55751a90d10b147c-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/slick.min.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/slick.min.js	(from https://digikit.netlify.app/pages/home_3)
16:08:04	14243/14243	---M-Z	200	added ('OK')	application/javascript	etag:%22224c95fc231752efc3891f6a7112f322-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/aos.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/aos.js	(from https://digikit.netlify.app/pages/home_3)
16:08:04	32714/32714	---M-Z	200	added ('OK')	application/javascript	etag:%2245c563bcb341cdbc3814f919d85105da-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/typed.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/typed.js	(from https://digikit.netlify.app/pages/home_3)
16:08:04	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:%22786a9ae8fb028cc0130159068694476d-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/owl.carousel.min.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/owl.carousel.min.js	(from https://digikit.netlify.app/pages/home_3)
16:08:04	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:%22101ea865b0a3d0d584cae971c7d16ff1-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/jquery.waypoints.min.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/jquery.waypoints.min.js	(from https://digikit.netlify.app/pages/home_3)
16:08:05	1067/1067	---M-Z	200	added ('OK')	application/javascript	etag:%221048069a55417ff5a4de0a909a418a66-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/jquery.counterup.min.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/jquery.counterup.min.js	(from https://digikit.netlify.app/pages/home_3)
16:08:06	1131849/1131849	---M-Z	200	added ('OK')	application/javascript	etag:%22bc9bd8aa35b99a214136e08b6d3577b8-ssl-df%22	https://digikit.netlify.app/assets/js/plugins/all.min.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/plugins/all.min.js	(from https://digikit.netlify.app/pages/home_3)
16:08:06	830/830	---M-Z	200	added ('OK')	application/javascript	etag:W/%2233e-PrVzJhjM6mgFPXbIkot36SskVKI%22	https://unpkg.com/ionicons@4.5.10-0/dist/ionicons.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/unpkg.com/ionicons@4.5.10-0/dist/ionicons.js	(from https://digikit.netlify.app/pages/home_3)
16:08:07	7863/7863	---M-Z	200	added ('OK')	application/javascript	etag:%22310ad946246b3cd328af083065286fb6-ssl-df%22	https://digikit.netlify.app/assets/js/main.js	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/js/main.js	(from https://digikit.netlify.app/pages/home_3)
16:08:07	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/css/owl.video.play.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/css/owl.video.play.png	(from https://digikit.netlify.app/assets/css/owl.carousel.min.css)
16:08:08	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/css/ajax-loader.gif	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/css/ajax-loader.gif	(from https://digikit.netlify.app/assets/css/slick-theme.css)
16:08:08	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/css/fonts/slick.eot	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/css/fonts/slick.eot	(from https://digikit.netlify.app/assets/css/slick-theme.css)
16:08:08	3156/3156	---M-Z	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/css/fonts/slick.eot?	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/css/fonts/slickd41d.eot	(from https://digikit.netlify.app/assets/css/slick-theme.css)
16:08:09	3156/3156	---M-Z	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/css/fonts/slick.woff	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/css/fonts/slick.woff	(from https://digikit.netlify.app/assets/css/slick-theme.css)
16:08:09	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/css/fonts/slick.ttf	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/css/fonts/slick.ttf	(from https://digikit.netlify.app/assets/css/slick-theme.css)
16:08:10	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/css/fonts/slick.svg	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/css/fonts/slick.svg	(from https://digikit.netlify.app/assets/css/slick-theme.css)
16:08:11	15356/15356	---M--	200	added ('OK')	image/png	etag:%228392966702adc056d245bdc5d75b01ae-ssl%22	https://digikit.netlify.app/assets/images/bg/pattern-bg.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/pattern-bg.png	(from https://digikit.netlify.app/assets/css/style.css)
16:08:12	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/images/icons/loader.gif	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/icons/loader.gif	(from https://digikit.netlify.app/assets/css/style.css)
16:08:12	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/img/bg/box.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/img/bg/box.png	(from https://digikit.netlify.app/assets/css/style.css)
16:08:13	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/img/bg/sectionbg.jpg	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/img/bg/sectionbg.jpg	(from https://digikit.netlify.app/assets/css/style.css)
16:08:13	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/img/bg/imgsection.jpg	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/img/bg/imgsection.jpg	(from https://digikit.netlify.app/assets/css/style.css)
16:08:14	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/img/bg/imgsection2.jpg	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/img/bg/imgsection2.jpg	(from https://digikit.netlify.app/assets/css/style.css)
16:08:15	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1585567532-ssl-df	https://digikit.netlify.app/assets/img/bg/shape.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/img/bg/shape.png	(from https://digikit.netlify.app/assets/css/style.css)
16:08:15	9435/9435	---M--	200	added ('OK')	image/jpeg	etag:%22d489e69a205f02c210e3499a505e71bb-ssl%22	https://digikit.netlify.app/assets/images/others/purshase.jpg	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/others/purshase.jpg	(from https://digikit.netlify.app/assets/css/style.css)
16:08:15	3798/3798	---M--	200	added ('OK')	image/jpeg	etag:%22ac4fc5a50f4f4d267a7beb3686dcd506-ssl%22	https://digikit.netlify.app/assets/images/others/footer_bg.jpg	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/others/footer_bg.jpg	(from https://digikit.netlify.app/assets/css/style.css)
16:08:15	3683/3683	---M--	301	error ('Moved%20Permanently')	text/html	etag:%226c46feddb753e636bc3c232757a4f1c7-ssl-df%22	https://digikit.netlify.app/pages/Home_3.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/Home_3-2.html	(from https://digikit.netlify.app/pages/home_1)
16:08:16	3683/3683	---M--	301	error ('Moved%20Permanently')	text/html	etag:%226c46feddb753e636bc3c232757a4f1c7-ssl-df%22	https://digikit.netlify.app/pages/Home_3.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/Home_3-2.html	(from https://digikit.netlify.app/pages/home_1)
16:08:16	26636/26636	---M--	200	added ('OK')	image/png	etag:%22ae6d5ed73243f865941e4d306011eac7-ssl%22	https://digikit.netlify.app/assets/images/bg/work1.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/work1.png	(from https://digikit.netlify.app/pages/home_1)
16:08:17	31087/31087	---M--	200	added ('OK')	image/png	etag:%2236e501c7fd917dc23b48ed007a58e62c-ssl%22	https://digikit.netlify.app/assets/images/bg/work2.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/work2.png	(from https://digikit.netlify.app/pages/home_1)
16:08:17	31278/31278	---M--	200	added ('OK')	image/png	etag:%2273b1356fb271ccdcdfeadf29e0c34890-ssl%22	https://digikit.netlify.app/assets/images/bg/work3.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/work3.png	(from https://digikit.netlify.app/pages/home_1)
16:08:17	52951/52951	---M--	200	added ('OK')	image/png	etag:%22fbabb48e2cac52761f194e6bfbfff3d2-ssl%22	https://digikit.netlify.app/assets/images/bg/post1.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/post1.png	(from https://digikit.netlify.app/pages/home_1)
16:08:17	43474/43474	---M--	200	added ('OK')	image/png	etag:%22a4e2444f5cab0d29180f13087456586f-ssl%22	https://digikit.netlify.app/assets/images/bg/post3.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/post3.png	(from https://digikit.netlify.app/pages/home_1)
16:08:18	85614/85614	---M--	200	added ('OK')	image/jpeg	etag:%22727fcb76efda729c83c0afa2ac074f9a-ssl%22	https://digikit.netlify.app/assets/images/bg/post1.jpg	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/post1.jpg	(from https://digikit.netlify.app/pages/home_1)
16:08:18	3683/3683	---M--	301	error ('Moved%20Permanently')	text/html	etag:%226c46feddb753e636bc3c232757a4f1c7-ssl-df%22	https://digikit.netlify.app/pages/Home_3.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/Home_3-2.html	(from https://digikit.netlify.app/pages/home_2)
16:08:19	3683/3683	---M--	301	error ('Moved%20Permanently')	text/html	etag:%226c46feddb753e636bc3c232757a4f1c7-ssl-df%22	https://digikit.netlify.app/pages/Home_3.html	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/pages/Home_3-2.html	(from https://digikit.netlify.app/pages/home_2)
16:08:19	228318/228318	---M--	200	added ('OK')	image/png	etag:%2287cb807ce9620b1b01cba8acecb4b803-ssl%22	https://digikit.netlify.app/assets/images/bg/header-2.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/header-2.png	(from https://digikit.netlify.app/pages/home_2)
16:08:19	41291/41291	---M--	200	added ('OK')	image/png	etag:%22a3ee5f0216e4cd9beaab71f45fc15e09-ssl%22	https://digikit.netlify.app/assets/images/others/signature.png	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/others/signature.png	(from https://digikit.netlify.app/pages/home_2)
16:08:19	44193/44193	---M--	200	added ('OK')	image/jpeg	etag:%22ff9f579ff9b58e2bfb9ed634360ca85e-ssl%22	https://digikit.netlify.app/assets/images/bg/product1.jpg	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/product1.jpg	(from https://digikit.netlify.app/pages/home_2)
16:08:20	43155/43155	---M--	200	added ('OK')	image/jpeg	etag:%223f17c051817f0ca17e2c7fd38aaeead9-ssl%22	https://digikit.netlify.app/assets/images/bg/product7.jpg	C:/Users/pacisfista%20mrk2/Desktop/novus/novus2/digikit.netlify.app/assets/images/bg/product7.jpg	(from https://digikit.netlify.app/pages/home_2)
